hotel_id,hotel_name,avg_price,review_score
20707567,A1 Independent Studio (Snow View) : 15 m to Mclo,1449,4.5
20723985,Spacious AC room near airport in leafy locality,1650,5
2073886,Lily Of The Valley Homestay,1400,5
20750519,City Center Stay,740,4
20779541,Penthouse Studio Apartment,740,4.5
20780411,Anirvaa Family Room 3,750,4.5
20783236,"Lila's Abode-centrally located,free wi-fi (Room 2)",1185,5
20811046,Raghunathan's near Panagal park,1795,4.5
20812034,Wayanad Homestay - Family friendly stay,1900,4.5
20814042,ORANGE HOMESTAY - Strategically Located,2700,4.5
2081540,_ Well located big room in a house,740,5
20815828,Sun View Mountain Cabin in Gargi village (room),750,5
20819570,"KUDOS! Sunny Artistic Private Room, Vasant Kunj K",1990,5
20820949,Eminence Suite at Grandplaza Munnar,6000,5
20832525,UMR Private Room Near Hauz Khas Village,1713,4.5
20837650,Deluxe AC Room with Breakfast,1968,4.5
20837987,"3 Valleys, Hilltop cottage",2500,4.5
20839002,(2) HAVELI - A HOME STAY IN C-SCHEME,970,4.5
20839139,"The haveli , A home Stay in c-scheme (room)",900,4.5
20843203,Beautifully located Interconnected room for groups,2699,5
20853299,Home with Green Views,2286,4.5
20856831,Aditi Comforts Premium Serviced Apartments,2500,4.5
20857433,Individual pool villa  entire cottage,5000,5
20864883,Purnima,900,5
20865476,ASTER - Turquoise Tree Homestays - Candolim,950,4.5
20868188,Rajalakshmi Illam,800,5
20880693,The Highlands - Home Stay,1879,5
20883343,Village Residency 2 @  Hauz Khas village,3043,4.5
20888822,Hill Valley Coorg,1700,4.5
20888832,Exotica Premium || Stay in Asia's largest compound,1528,4.5
20892994,BELLFLOWER - Turquoise Tree Homestays - Candolim,870,4.5
20895551,CARNATION - Turquoise Tree Homestays - Candolim,744,4.5
209032,Rishikesh Ganga Vatika SUPER DELUXE IN APARTMENT,3789,4.5
20907048,Brundha homestay,2500,5
20907127,Antonys homestay - Small Double room with Balcony,900,5
20909218,"Goregaon West, 1 Private Bedroom. 5th of 21 floors",1700,5
20936409,Coorg Daiwik Homestay with 2 bedrooms,3285,4.5
20943486,BPP Bengaluru- AC 6 Bed Mixed Dorm,799,4.5
20967347,Mahanadi: Spacious room @ Nabagunjara Terrace (A),1000,5
20971582,Harini's Illam-complete and comfortable,1420,5
20973057,Holiday Home ( near Ooty Lake ),1300,4
20975142,Space for  Two at Wood House Farm,7499,5
20976530,"Kismat Bungalow, Lonavala",3243,4.5
20985170,Kochi Village Home Stay - Ground Floor,1761,5
20990317,Park Street Heritage.,1499,4
20998176,Daiwik homestay,928,5
21007223,"(2)The haveli , a home stay in c scheme",970,4
21017401,Ganga Guest House + Music School (Double bed room),740,4.5
21017779,Ganga Guest House + Music School (Double bed room),740,5
21020690,Charming Room 1 to 3 guests near Serenity Beach,990,4.5
21049576,THE  BLISS,900,4.5
21049825,Chambre budget climatisée au calme rue Suffren,1600,5
21059713,Fresh Breeze Homestay,3450,5
21061209,Silent De Coorg Homestay,1800,4.5
21070297,Forest Holiday Homes(Family Room),1600,3.5
21081633,16 hillside room 1,999,4.5
21083269,"NewYork-style AC PENTHOUSE-TERRACE, South Kolkata",2300,5
21083475,Embrace the Experience!,999,5
21085515,Cosy and private rooms,740,5
21085813,Groups and family bonding getaway.,7429,3.5
21089064,Palm Crest Apartment Colva,753,4.5
21091011,Forest Holiday Homes (Double Room),800,4.5
21092791,Honey villa Homestay Wayanad for 6 guests,3500,4.5
21107059,MASTER ROOM CYBER CITY W 2A/3,1400,4.5
21107190,Sanitized Home Stay for Families & Employees,989,5
21114130,KUDOS! COZY MODERN ROOM NEAR AIRPORT/FREE WiFi J,1863,5
21115468,"Vista Del Lago, B (1 Villa), 5.0* REVIEW.",6500,5
21117123,Valiyathayil Home Stay (Deluxe AC Room Twin Beds),999,4.5
21117271,Valiyathayil Home Stay  (Dorm Rooms 4 Beds),1000,4.5
21121788,MYOHO...a journey within...,3750,4
21123408,Owl'sNest:Nature Lovers paradise @Heritage Kolkata,1300,5
21124266,Horn OK Please Hostel Bandra West(hophostelmumbai),799,5
21129354,PRIVATE ROOM IN ANDHERI WEST MUMBAI,1350,5
21141509,Solitaire Holiday Home,6500,4.5
21145081,Calamondinn Cottage,2500,4.5
21146312,Casa Corto Serenity Beach 2 to 4 guests,1900,4.5
21149508,"Shwetali's Stylish Condo- ""A short walk to beach"".",990,5
21157328,Parijatham Heritage  home stay single room 6,1500,5
21157516,Parijatham Heritage home stay single room 3,1300,4.5
21157551,Home for Families (Lakeview2) : PICHOLA LAKE,1429,4.5
21158041,Kachnaarwadi,22374,5
21168100,Sevakunj 1,754,5
21174510,Divine living holiday home stay,1500,4
21177348,David Residency II,3333,4.5
21180003,Casa Serena,740,5
21180603,Kira,1800,4.5
21184565,Sevakunj 2,754,5
21195366,Kolkata Chronicles:  a well-connected hub,1200,5
21220549,Spacious room in heart of Anjuna . ( ROOM 1),800,5
21232912,Candolim beach road  (Xavier house 1st floor),1999,4.5
21237995,Dhoop Ghar- Malla Ramgarh near Neerama Bungalows,4000,5
21239046,Connect,732,4.5
21245726,Enjoyable stay in nurtures own garden-Pvt room,1170,5
21248754,Next to Police Bazar - Executive Single Room,1500,4.5
21259342,BALCONY private room attached bathroom white town,2257,5
2126689,ITH • Cosy Room w/ Garden View Near Train Station,3099,5
21267547,Coorg Tent House -1,2610,4.5
21270447,Cozy living..2.,999,5
21277314,Eagle's Nest,4286,4
21284677,Thamarai Villa Cottage,3500,5
21290732,"Cosy, Arty, Modern Apartment in Posh Ballygunge",4143,5
21299747,Blossom home stay (Double room  SUN FLOWER,1300,5
2130376,Happy villa - closest to heaven!,3071,4.5
21304945,Room with Balcony and near to Ganga River,812,4.5
21318144,Serene Oasis Near Bandra Seafront,3000,4.5
21320695,The House of Joy,800,5
21328247,Villa Meena room for 2 guests in Suffren street,1800,5
21329102,Jujurana Room#3,1900,5
21329945,"BLESSING-2-Homestay, Bhimtal Rd, Bhowali, Nainital",4356,5
21341002,2 bedroom apartment with parking 3 km from Mall Rd,2500,4.5
21349553,__. _____ ______.....Nature Retreat,2014,5
21352310,CENTRALLY LOCATED LUXURIOUS 3 BEDROOM PENTHOUSE!,4200,5
21363658,Winter Garden _Sanitized_,1957,5
21365764,The Woodside Home - Valley view | Drive in+parking,1957,5
21370543,Hanchina Mane Heritage Gokarna,4000,5
21372530,Maison de Repos,740,5
21381556,Kynjai Homestay,1750,4.5
21385833,Seasonskodai 4 Bedroom Villa,6200,4.5
21394326,“Prashanti”,1999,5
21399965,Le Linda's Homestay private room 2,1000,5
21400614,TravelINNspired Kasauli's Bottom Apartment -3,9920,5
21402852,Luxury Estate Stay W/ Pool,8000,4.5
21408010,AgondaDreamview 2,1125,5
21414789,Cozy Cove,807,5
2141497,Cloud 9,5300,5
21416145,Single Room with Attached Bathroom at Khushi Home.,1500,5
21428333,"Le Linda Homestay, Budget Room",722,5
21433234,Thankam's A/c villa @cochin,1500,4
21441952,Srinidhi wooden cottage,718,5
21451762,HOLIDAYS & CELEBRATIONS,4700,4.5
21452537,PrivateRoom with International Airport View,991,4.5
21455645,Air-condition comfortable home stay near old city.,950,4.5
21458532,RAOS HOME STAY,4500,3.5
21469013,"AIRY BREEZY RETREAT, MOST WISHLISTED PROPERTY (1)",999,4.5
21470631,Luxurious 2 Bedroom with all comforts of home,2800,5
21478935,Rejuvenate yourself at Rahut Tree House,1999,4.5
21480327,Well located Puducherry home,1950,5
2148170,"Great Room,Big House Best Location",731,4.5
21481785,"#Sanitized Stay,Light-filled Bedroom AC+BF@Kharadi",1800,4
21495274,2 bedroom jungle home in Paithalmala with 3 beds.,2600,3.5
21496819,Aloha 2BD+1 LR : Amazing Ganges View,6211,4.5
21496922,HOPE,3079,5
21519986,"The haveli ,studio room with terrace   (c scheme )",800,4.5
21521730,The Plantation Bungalow Homestay,13200,5
21530494,"Full Flat is yours, Free WiFi, 101 Home Stay Delhi",1200,5
21532010,Leisure Homestay,8939,4
21532449,"Relaxing, Fully furnished, AC - 2 BHK apartment",1250,4.5
21532817,The Blue P.G. House,1200,4.5
21536156,HOME STAY NEAR AIRPORT !!,999,5
21537563,A Studio Room on 3rd Floor (No Lift) with kitchen,800,5
21540917,Swastha Plantation Homestay in Wayanad,4750,4.5
21545613,"Private Apartment in the lap of nature, Tapovan",1899,4
21548720,MyHome Staycations - Entire Apartment,3000,4.5
21554436,Radiant Guest House,1200,4.5
21554843,"4__ -_ for foreigners, family, patients, couples",1171,5
21555020,Ajith Home Stay Yercaud.,4500,5
21569047,"Wayanad Orange Villa, Tholpetty",2400,4.5
21578780,Isolated Guest Room in GK 1 with Private Entrance,1771,5
21579242,"Bed in a Mixed Dorm at Gypsy Child,The Lake Hostel",799,5
21584630,GreenArts-Experience the desert in a natural way,1140,5
21585512,Picturesque views of the Dhauladhar Range -Jakhu,2276,5
21585911,2 bedroom home  in the midst of evergreen forests.,4000,4.5
21590421,King's Cottage Couple in 1912 property,6143,5
21592624,Nimi Guest House 'Indigo',1980,5
21599312,Luxury Cabana@ Birdsong home.,1984,5
21618604,"Berry Trails Homestay, Coorg",1200,5
21618756,Designer Pad in Bandra,3143,4.5
21625888,Kodai Homestay.30% Discount,3000,5
21634584,South Delhi AC pvt room+BATH+KITCHEN+2MIN TO METRO,741,4.5
21637631,"Private twin  room,attached toilet, free breakfast",1300,4.5
21638514,Private 1 BHK apartment close to the beach,1500,5
21642561,Nimi Guest House 'Sienna',1980,5
21643118,Corner Stone,741,4.5
21644197,Studio Aptt. Near Airport :Fully equipped&serviced,1300,4.5
21654543,RT Nagar. Best Location. Decent Living. Safe.,639,4.5
21658951,Budget room,899,4.5
21662022,JOY,2110,5
21669329,Private Room near tea garden at munnar,1099,4.5
21671354,Nimi Guest House 'Cyan',900,5
21692008,SunBEAM 2 Homestay,2000,4.5
21692379,SunBEAM 3 Homestay,1000,4.5
21693232,Sweet 16 - Your 2nd home in Alibaug,6400,5
21709135,Private AC room in the Heart of city (w/ Bfast),900,4.5
21717497,Private Room Near Teagardens at Munnar,989,4.5
21720823,Headntail  | 2 Bed Room | Pine Forest | Serene,4500,5
21722401,SNUG AS BUG IN ANDHERI WEST..ATTACHED WASHROOM..,1450,5
21726810,Apartment D1,3150,4.5
21729456,Garden Villa stay@heritage boutique palace Jaipur,945,4.5
21732755,Studio Aptt. Near Airport :Fully equipped&serviced,1750,4.5
21732756,Blaze Homes Coorg,7429,5
21734038,Well Lit 1bhk -WIFI -Tranquil Serviced Apartments,1200,5
21745709,Mellow Shack- The Holiday Home,2500,4.5
21756807,Mellow Shack - The Guest Suite,1500,4.5
21757470,Khems Camp Tent B,900,4.5
21758522,Atithi Devo Bhava,1250,5
21764658,"Sukriti 2,Comfortable stay in Pune with AC & Wifi",1250,4.5
21772935,Malar apartment,1000,4
21773792,ONYX HOMES,999,4.5
21774285,Sanjay's Dwelling.,851,5
21775151,Belmira 1 BHK Cottage,1600,5
21778954,Holidayincoorg Silver nest - classic,997,4.5
21779309,Holidayincoorg Silver nest - Comfort,1097,4.5
21780740,Cosy private double AC room Suffren Street,1700,5
21781422,"GOAN VISTAS@SIOLIM NORTH GOA, LUXURY CONDO",1750,5
21792628,Fernandes Studio With a View,1000,5
21793787,Park Street Heritage.,1799,4
21796055,Coconut Grooves,989,5
21796577,Comfort Point Bed N Breakfast AC,1250,5
21797244,Snowview Apartment,7499,5
21803279,Bhubaneswar Homestay- A boutique accommodation,4400,5
21806810,Osho Vision Rishikesh - Non A/c Private Room,899,4.5
21819024,2 Bedroom | Pine Forest | Toy Train View | Kasauli,1928,5
21819037,Cottage Amidst the mountains - 2,3499,4.5
21820592,"Atwood.Coonoor, a chalet amidst the tea estates",35000,4.5
21842865,Home Away from Home - Your Private Room & Kitchen,1200,5
21842942,"Forest View Room at the Johnsons, Manali",3571,4.5
21843091,Guest Suite with large private terrace,1400,5
21844190,Home away to home,1990,4.5
21844886,Peaceful and Serene homestay in North Goa,2019,5
21853700,Green Garden Daisy Villa,2317,4.5
21855924,Stay a minute away from MG Road!,1850,5
21870093,Yellow Paradies 1st Floor,2750,5
21872059,Magnifique studio Pondichérien,2000,4.5
21877922,Holidayincoorg Silver nest Mansion,997,4.5
21884683,Simple & Private master bedroom- friendly host -KP,732,4.5
21886457,Upscale penthouse with a terrace garden & bar,7114,5
21888381,SPACIOUS DOUBLE BED ROOM,1400,5
21894843,TIA-INN Homestay (Room 1),985,4.5
21900821,Athulyam,1643,4.5
21901369,Zeenat Manzil,850,4.5
21902961,Blaze Homes Coorg - Suite 2,3964,5
21903895,Khushi Home - Single Room,1600,4
21903962,Villa Alex marie holiday 1bhk w/kitchen @ candolim,1250,4.5
21904521,Blaze Homes Coorg - Suite 1,3964,5
21906055,Winter Garden Studio _Sanitized_,1400,5
21915783,"Happy Planet, Bed & Breakfast, Chennai",1850,4.5
21916988,"A Luxury BedRoom with Balcony at Kothi,Manali",1690,5
21922586,Purple Patch: bright independent room with A/C,1583,5
21927238,Gokulam Home Stay Natural Hut - 2,1500,4
21930795,"HOME STAY WAI
1 BHK Holiday Home in Gated Society",2500,4.5
21933394,Palm Breeze Deluxe Suite with kitchen,990,5
21934557,Private room with a cozy feeling.,1400,4.5
21941454,Relaxing duplex for hire @ lonavla on daily basis,3590,4.5
21942591,Backpacker Hostel(Private Room),1642,4.5
21943352,Victorian Home,900,4.5
21953967,Deluxe Cottage - Home Stay in Chikmagalur.,4500,4
2196276,Deluxe Room At RaceCourse,2499,4
21972310,Log Hut - A cozy Home Stay in Chickmagaluru,1500,4.5
21972594,Himalayan Home Rishikesh,3000,5
21972807,Himalayan Home Rishikesh,3100,4.5
21973041,Modern Homestay- Spacious and Newly furnished flat,850,5
21973057,Cozy Cottage in Tapovan (31%OFF for Long Stay),1450,4.5
21989206,RT Nagar. Best Location. Decent Living. Safe.,639,4.5
21989274,Budget  Twin Bed Room,800,5
21996731,Tangerine Guest House - Mountain view.,3643,4.5
22001329,"""NeSt"" amidst coffee plantation.(Bed n breakfast)",4300,5
22004310,Budget Accommodation in Banjara Hills,1450,4
22005891,_Gorgeous Hideout_ Solo Traveler~BnB~Airport 10min,740,5
22007758,Palm Grove - Luxury Farm House,4730,5
22007908,3 Bedroom| Lawn | Kitchen | View of Kasauli Hills,5500,4.5
22008436,Aspen Cottage (with lake view),2500,5
22012641,The Beautiful village Hut 1,1500,4.5
22019223,TRAVEL IS NEVER A MATTER OF MONEY..A WELL STAY,2999,5
22020061,Executive Villa - Home Stay in Chickmagaluru.,4500,3.5
22021884,'The Jannat View Mashobra THE DUPLEX HOUSE ',5300,5
22022654,Splendid  Duplex Suite with spacious sitting area,1200,4.5
22023867,Experience the Shade,984,5
22024244,Nature View,831,4.5
22045205,Camping in Tea Plantation - WAYANAD,1100,4
22050857,Roof top studio Room (entire place),999,5
22053980,Grandma's Place! _ Garden View _ Free Parking _,1500,4.5
22068941,Private DBL Lake View Terrace Room@Boutique Hostel,2556,4.5
22069560,Deluxe Cottage - Home Stay in Chickmagaluru.,4500,4.5
22069637,Standard Deluxe Cottage-Home Stay in Chickmagaluru,1500,4.5
22069681,Log House - Luxurious Home Stay in Chickmagaluru.,2000,4
22069724,Mud House - A cozy Home Stay in Chickmagaluru,2000,4.5
22075332,Beaufort House Budget room with Sea View,1500,4.5
22076811,Rumi's nest,1500,4.5
22079938,Maneesha,939,5
22090121,"Bed in a Mixed Dorm at Gypsy Child,The Lake Hostel",849,5
22091989,1. Sabitri- One bedroom & breakfast- Kolkata,1510,5
22092304,Mirra Suite - One bedroom - breakfast,2000,5
22092851,"Bed in Female Dorm at Gypsy Child,The Lake Hostel",799,5
22099085,05 One BHK Pool view apartment in Riviera Sapphire,1786,4.5
22099904,RI-SUN Homestay,740,4.5
22107117,Hi fi luxurious room in a resort styled property,3000,5
22110401,"Quarterdeck, Mcleodganj Square (Family Room)",2250,5
2212783,A Real Homestay- Room 2,2500,4.5
22131139,__Luxurious | Close to town : 2 Bedroom Cottage __,6999,5
22131445,Sea view Apartment Deluxe AC room.,1400,5
22132608,Muthodi Madilu Homestay,1300,4.5
22136858,Kipaak Home Stay Single Bed,750,5
22141708,Sunny’s Homestay,845,4.5
22144690,High quality living in the heart of city,3200,5
22151957,Self-Service Home w/ Kitchen & Parking,1600,5
22168548,Lovely AC Double Room in Central Jaipur (w/ Bfast),1000,4.5
22176304,“Krishna Plaza 2 next to ISKON & behind Bigbazar,2500,4.5
22179706,The Beautiful village Hut 2,1500,4.5
22181383,Honeyrock Homestay - Best Homestay In Chikmagalur,1345,5
22183621,"Bettathur, Coorg COTTAGE NO 1@The Nest",2071,4.5
22184758,"Bettathur, Coorg COTTAGE NO 2@ The Nest..",2071,3.5
22185006,"Bettathur, Coorg COTTAGE NO 3 @ The Nest",2214,4.5
22186383,"Bettathur, Coorg COTTAGE NO 4 @  The Nest....",2286,4.5
22186568,"Bettathur, Coorg COTTAGE NO 5@ The Nest.....",2000,4
22195631,Retreat Yourself in Private Apartment in Tapovan,1799,4.5
22195963,Mani Mansion,1100,5
22200064,David's Bungalow - Experience Art,2500,5
22201801,Casa de Amor - House of Love,7000,4.5
22205932,"Premium AC Studio Apartment In Lonavala , Malavli",1500,4
22210606,Relaxing ......,1600,4.5
22232131,"Quarterdeck, Main Mcleodganj Square(Deluxe#1)",1750,4.5
22233347,Harnam Niwas Homestay,2786,5
22236608,Horizon Homestays- Deluxe Double Room,892,5
22244358,Horizon Homestays- Panoramic Glass room on terrace,842,5
22253783,"37, Malabar Road - The homestay, Virajpet, Coorg",871,4.5
22253869,"the Lovely Home @ Saligramam, Chennai, India",1299,4.5
22256301,Reflections for Backpackers,740,4.5
22258973,“3BHK Fully Furnished Entire Flat ”,5000,4.5
22260226,"""Khushi Prestige  4BHK Entire Flat”",6000,4.5
22260634,Lake View Room in a Heritage Villa Amidst Nature,3200,5
22260786,"""Khushi Home - Twin Room""",1300,4.5
22268338,"Quarterdeck, Main Mcleodganj Square(Deluxe#2)",1750,4.5
22269037,Kanchenjunga View Hostel For Backpackers only,2000,5
22269070,Apollo/SankaraHospitals/USVisa:SingleBR/AC/Kitchen,1250,4.5
22283760,Sahar Nature Stay - The Nest Amidst The Woods,5500,4
22284915,Homestay in the plantation,1000,5
22285250,ROOM No 4.,745,5
22286267,Lonavala Villas - The Serenity Villa - 3BHK,9157,5
22286934,Reasonable 2 bhk with valley view,3000,4.5
22286944,Lonavala Pool View - The Aqua Villa - 3BHK,9157,4.5
22291331,Isolated private /1 bhk studio  in GK1 -m,1900,5
22296522,Sea facing Royalty !!! full 1BHK in Kandivali...,3500,5
22296653,Red Room with Terrace (Near GREEN PARK-SouthDelhi),749,4.5
22296739,Spacious room at The Anchorage guest house,2999,4
22311018,"King Room With Balcony, AC & Wifi Near Osho Ashram",1300,4.5
22313882,Deluxe AC Room,4000,5
22317898,Trekker's Paradise - Nanda Devi,750,5
22335455,The Nook at Bose Compound,1100,4.5
22338211,Andheri (W) Large Bedroom Close to Train n Metro,1350,5
22339892,"Twin village room above Dharamshala, shared bath",740,5
22346783,Heritage spacious room-in a colonial bungalow,2490,5
22347180,Splendid Sojourn In Central Udaipur,2490,5
22353893,"Zendom, Chennai",1500,4.5
22354401,Valley Veiw 1bhk,1971,4.5
22362069,Jaisalmer Boutique Home Stay,1215,3.5
22366069,"Vista Del Lago, C (1 Villa).",6500,5
22368214,"Vista Del Lago, D (1 Villa), 5.0* REVIEW.",6500,5
22368558,Private room in Kalpetta facing a natural stream,1711,5
22368949,Private room with breakfast in a serene setting,2475,5
22378152,Summer Rain,1300,4.5
22379628,"Aashiyaanaa Villa ""IMPERIAL""",20000,5
22381881,"Vista Del Lago (Deluxe Triple Room), 5.0* REVIEW.",6500,5
22382589,Bliss Home Near River Ganges With Hill View,1800,4.5
22382914,"""Krishna Plaza-1 Next to ISKON & behind Bigbazar”",2500,4.5
22390393,The Neem Tree Room 1,4500,5
22391023,Krishna Plaza next to ISKON One Room,999,5
22407652,Misty Mountain Hop full apartment,6000,5
22411385,villa Mogra,2500,5
22415382,Best Holiday Stay in Budget with Breakfast,899,4.5
22418881,French Cabana,1320,5
22424150,Atithi Devo Bhava,4500,4.5
22437494,The Neem Tree Room 2,4500,5
22437733,My Love story.,919,4.5
22442445,Furnished 2bhk service apartment/ Ac,4000,4
22443006,Lakeside Home,742,5
22443133,Dcunha cottage home stay,1050,5
22443245,"Farm-to-Table Relaxing 2 BR Estate House, Deenaty - WE ARE OPEN, E-PASS REQUIRED",2593,4.5
22446097,"Colonial 4BR Home, Great for Families, Coonoor - WE ARE OPEN, E-PASS REQUIRED",4950,4.5
22448264,Villa Meena Cosy private room 3 pax,1800,5
22454370,MANASLU -- Home On A Hill,7229,5
22458609,Redof Homestay (Come in as guest leave as family),900,5
22464616,The Neem Tree Room 4,4500,5
22465090,The Neem Tree Room 6,4500,5
22473958,Heritage princes in haveli room,2448,5
22478277,Cozy Single Room at a 3 star facility Hotel,1350,4.5
22488735,The Glass House Suite No.2,1169,5
22492710,Atrio Villa(4BHK) with 2000 Sqft landscaped Garden,5414,4.5
22492967,CampingCo - Xenon(S),2899,5
22495092,The Glass House Suite No. 7,740,5
22500921,@Home in Lucknow 1,1500,5
22501778,Heritage stay,799,3.5
22504197,@Home in Lucknow 2,1500,5
22507396,Tiger Hill Home stay-Couple Villa with Common Hall,1700,4.5
22509495,2 Bedroom Valley View Bungalow near Panchgani,4500,4
22509719,Beach view studio apartment on Ashwem beach,1195,5
22510655,"""Wildflowers"" 3BHK Full Apartment in Heritage Town",2500,4.5
22520462,"The White House, Silver Oaks Nature Retreat",10000,5
22520952,Comfortable AC Room for 2,2700,4.5
22522820,Hotel Vacation,714,4
22534576,"BELLEVUE HOME STAY
A home away from home to keep you cosy and comfortable..",4200,4
22540675,Munnar Dream Palace C3,2500,4.5
22541596,Atrio Villa(2BHK) with 2000 Sqft landscaped Garden,4400,4.5
22544815,The Boathouse of Umiam,3000,4.5
22557113,Quiet&Clean House in Kannur for your vacation.A/C,1179,5
22561372,The Mountain View - AC Room,800,5
22575353,Oceana beach house Mini,4700,4.5
22575625,La Petite Maison in Lonavala by Vista Rooms,17143,5
22592226,Jungle Stays | Swiss Camps | Spectacular Views,1442,4.5
22602292,Manas Bungalow @ Alibag (1st Floor),3000,4.5
22606764,Bengaluru room in a decent locality,750,4.5
22607516,"Solo getaway, fully stocked, ideal to safety WFH",1693,5
22620200,The Nest Koramangala: Premium studio suite,1500,4.5
22621416,"West Valley Villa ,4Bhk Mahabaleshwar road",9557,4.5
22622803,Yaksha Farmstay  -Wayanad,3500,4.5
22623563,Relax/Work from Home Awy frm Hme(HighEnd)COVIDFREE,2068,5
22624462,Manyatha Homestay - Mullayyanagiri Hill View,1395,5
22626005,PINE RETREAT,3000,4.5
22639353,Mashobra Homestay | Suite Room | Drive-In,1900,4.5
22659319,Sitting area,740,5
22676186,HERITAGE HOME,8321,5
22683672,A cozy & charming private room at Six Mile,1500,3.5
22693669,"Cozy 1 Bedroom Apartment In Candolim, Goa - G5",744,4
22696781,"Rafat Farmhouse with Private Pool, Khanav, Alibaug",7000,4
22697787,sheelas neshville special,1200,5
22707591,Oak wood villa at Tipa Road,5890,5
22708938,Chaitanya Niwas,1250,5
22710269,The White Bungalow (Private 2nd Floor & Breakfast),3490,5
22711754,Jini Spaces,1500,5
22722657,Family  room   with balcony   two  to five persons,1500,5
22728545,4 Bunk Bed Private room with kitchen & terrace,4200,5
22736093,AC Room in Home incl all Meal,999,4.5
22737137,AC Room in Home incl all Meal,999,5
2274862,Stay with Indian Family in Varanasi,750,4.5
22752571,My Mom Paradise - Near 32nd Milestone  Sector 15,740,5
22755353,Amor Villa - DISINFECTED BEFORE EVERY STAY,14071,3
22755601,Modern & Spacious Dorms @ Beehive Co Living_Nectar,690,5
22755939,Vidya's 1 BHK AC Apartment,2000,4
22757756,Modern & Spacious Dorms @ Beehive Co Living_Elixir,680,5
22759481,Farm Floating - with Bike op,740,5
22759790,Get 2 Gether Covai & Bike Op,780,5
22765246,ECONUT FARMHOUSE,1579,5
22775983,Cozy nook near Rose Garden–View of RaceCourse&lake,4337,5
22779354,Rekha's Cottage - an oasis of tranquility,1995,5
22785263,16 hillside room 2,1018,4.5
22798954,"• SHANTI NIWAS • Bright & Colorful, Single Bedroom",800,5
22800224,16 HillSide room 3,1028,5
22804914,"#655/B, 'Maisonette'",999,4.5
22819141,The spacious&Private Home stay near KalingaStadium,820,5
22819231,The Blue P.G. House A/C Double Room 2nd floor,1200,4
22820415,Nice apartment with unltd 100 Mbps broadband 4,750,4.5
22821109,3 Bed Private room with Balcony Garden Facing,3171,4.5
22823828,Private A/C Double bedded room with terrace,980,5
22823984,VICTORIAN VILLAS,2613,5
22836325,Airbnb place.,1179,5
22837622,"MONTERIA VILLA, 5BHK INFINITY POOL, AWESOME VIEW.",25714,5
22838853,Standard Ac Room with Balcony,2200,4.5
22840889,Aroma Homes,3519,4.5
22849569,New Malhar Room1,1200,5
22849892,Comfy room in Velachery close to shopping.,1750,4.5
22852046,Siddha Xanadu Condominium,2000,4.5
22854495,Airport Park AC Suite 1AC2,2493,4.5
22855466,Raghushilp  1 (spacious room)A.C.,2400,4.5
22856333,"CASTLE 50, 2BHK Home bound by Gardens & Hill View",2195,5
22861739,The Crazy Indian Pad - Orange Room,1000,5
22870111,Lifestyle Therapy with yoga and wellness,1000,4
22872164,Grace Inn Homestay for 2 adults,2000,5
22876973,Near Airport/Train/Bus/SuperFast wifi/AC/Breakfast,807,4.5
22892654,Silver Creek homestay Coorg (Reg underTourismDept),1085,5
22897985,Nawab Ki Deohri Room 1-@Old city,2500,4.5
22925785,Deluxe with garden view Room,3057,5
22929056,Comfortable bedroom in a Penthouse at Bandra West,2250,5
22929203,Cozy room with view in a Penthouse at Bandra West,2250,5
22929403,Grand luxury room with tub & sitout balcony Bandra,2450,5
22929785,Luxury big room in a Penthouse at Bandra West,2250,5
22929806,Om Sai Homestay,1500,4
22930029,"SEASONS HOMESTAY, House No 02",2500,4.5
22930849,1BHK Apartment - Recently refurbished,2300,5
22932469,1st floor apartment,950,4.5
22946520,COOL COSY ROOM IN ANDHERI/MUMBAI,1050,5
22947577,Feeling of a home away from home,1700,5
22948187,Rockview homestay,990,5
22949610,Artist Residency with BNB,1000,4.5
22960887,Lonavala Massive Villa - The Majestic Villa -4BHK,9321,5
22971582,Studio 1,2500,5
22973029,Purple Grass Villa by Fruitful Homes at Calicut,2339,5
22973237,"Entire 2 bhk,luxurious campus,”GM infinite”.",921,4.5
22979359,Women & Couple Friendly Jaypore360 Wifi Bathroom,1300,5
22988329,Nestaway-AC Pent room-chennai Airport|MCC|SRM|ZOHO,999,5
22988793,Premium Furnished Service Apartment-Landmark World,2499,5
2298976,Backwater Facing Home- Upstairs Room 1,2400,5
22990870,Deluxe Room with Garden,1200,5
22992133,Ravi Homestay 1 Auroville Beach(AC),986,5
22992383,Nirmal Niwas Guest House,1700,5
22999932,Maestro la sala..,1500,4.5
23007856,Kapil’s Farmhouse,1857,5
23008463,CYAS STAY AKA NAMAZCO HAZE,1500,3
23009739,Serra Farm House,800,4.5
23033133,Classy Guest Suite | Areva Inn,3500,4.5
23045814,_Pink City House_Centrally located Modern home,2600,4.5
23049922,Pvt. Room + Kitchen near Shopping/ US Visa/ Apollo,1200,4.5
23050875,"DISHAREE // FOR COMFORT, PEACE & QUIET.",800,5
23051595,Camp Bagicha Cottage,7000,5
23053077,The Wilderness Lodge : Perch in the Himalaya,1300,5
23054797,"Cozy Private AC Room, 2BHK Apartment @Central Pune",1690,5
23058956,The Lit Room,1500,4.5
23064519,Private Room | Attached Bath | Separate Entry,1750,5
23071352,__. _____ _____.... Nature Retreat1,2000,4.5
23081411,Naggarville (Premium Mountain View Room),3200,5
